transaction_id,transaction_date,year,quarter,month,month_name,customer_id,branch,customer_segment,product_category,product_name,membership_plan,sales_channel,payment_method,campaign,quantity,unit_price_gbp,discount_pct,gross_revenue_gbp,discount_amount_gbp,net_revenue_gbp,estimated_cost_gbp,profit_gbp,is_recurring_payment
TXN-3585523078AC4889A1C146406776D7EB,2015-01-07,2015,Q1,1,January,CUST-21D4806DBBEF42BD94A4AA50A12F455F,Riverside,Family,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,New Year Campaign,1,44.67,0.1,44.67,4.47,40.2,14.32,25.88,True
TXN-5F08111DF23C4A6DB43545C1B9D4C86D,2015-01-08,2015,Q1,1,January,CUST-747BD64E49844338ABE7B3E05ABC2ACF,City Centre,Student,Group Class,HIIT Class,Not Applicable,Mobile App,Bank Transfer,New Year Campaign,1,15.31,0.1,15.31,1.53,13.78,10.47,3.31,False
TXN-A1DF8EBE61744B6D93F820556C80221F,2015-01-08,2015,Q1,1,January,CUST-F0E250FF918345448C4031F73369EAA8,Riverside,Student,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,Referral Programme,1,45.43,0.05,45.43,2.27,43.16,14.24,28.92,True
TXN-AAF2E71D33EA4C92BD7F6118DDB0F919,2015-01-08,2015,Q1,1,January,CUST-FA910B2C41634377A598EA0F068B47B3,City Centre,Student,Membership,Monthly Basic Membership,Basic Monthly,Mobile App,Digital Wallet,No Campaign,1,46.7,0.0,46.7,0.0,46.7,14.91,31.79,False
TXN-C94E8DE6870B4B6298F24E06395398C0,2015-01-08,2015,Q1,1,January,CUST-1D193994B146442FA27A346BD57A4F18,Riverside,Student,Group Class,Yoga Class,Not Applicable,Front Desk,Cash,New Year Campaign,3,11.84,0.2,35.52,7.1,28.42,16.63,11.79,False
TXN-6B4016AF4DD449A8AB0FE336E5BED5DE,2015-01-09,2015,Q1,1,January,CUST-74267257CDC24E0F9CFB021935D0630C,Riverside,Senior,Personal Training,Single Personal Training Session,Not Applicable,Front Desk,Card,New Year Campaign,1,41.95,0.15,41.95,6.29,35.66,20.81,14.85,False
TXN-D7887E5D15984F4499C72B87892F23D0,2015-01-11,2015,Q1,1,January,CUST-D9F1D28F564B4828B71188921B9BB04A,City Centre,Student,Membership,Monthly Basic Membership,Basic Monthly,Website,Direct Debit,No Campaign,1,46.02,0.05,46.02,2.3,43.72,15.24,28.48,True
TXN-F9BCA06F9E6C4D5F86E3CD594AFE0259,2015-01-11,2015,Q1,1,January,CUST-72C0F87E8E404CBEA758AFA16DB28376,City Centre,General,Group Class,HIIT Class,Not Applicable,Front Desk,Cash,No Campaign,3,15.57,0.0,46.71,0.0,46.71,21.92,24.79,False
TXN-23A89281D7454D84B96858C9FA1964C6,2015-01-13,2015,Q1,1,January,CUST-1D2350FE87054CCEB579E24511816D21,City Centre,Student,Membership,Student Membership,Student Monthly,Front Desk,Direct Debit,New Year Campaign,1,32.47,0.2,32.47,6.49,25.98,11.37,14.61,True
TXN-2C8A46A9C5B54299BC0A040386C31364,2015-01-13,2015,Q1,1,January,CUST-8B6C072E113644019991B42445541398,City Centre,Young Professional,Membership,Annual Basic Membership,Basic Annual,Website,Card,No Campaign,1,456.47,0.0,456.47,0.0,456.47,105.85,350.62,False
TXN-3FF56E9CDC2C4EE784F88C097B04372C,2015-01-13,2015,Q1,1,January,CUST-97C749ED8D0C4784B9D8EAEE4A5EF3D2,Riverside,Young Professional,Group Class,Spin Class,Not Applicable,Front Desk,Card,New Year Campaign,3,13.94,0.15,41.82,6.27,35.55,19.37,16.18,False
TXN-3510B1A3933B4839A1184F6731A4EA41,2015-01-14,2015,Q1,1,January,CUST-254992DFA30B422DBCC7ABBFCDE71419,City Centre,Senior,Membership,Annual Premium Membership,Premium Annual,Corporate Partner,Card,Referral Programme,1,661.46,0.05,661.46,33.07,628.39,174.45,453.94,False
TXN-52251BE596394F41A1641835F46B058A,2015-01-15,2015,Q1,1,January,CUST-CB2D25C25C2C44478486C2B04C9C10DB,City Centre,Student,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Card,No Campaign,1,46.86,0.0,46.86,0.0,46.86,14.87,31.99,True
TXN-95A340F6A19A4664ACD20949C6046A07,2015-01-15,2015,Q1,1,January,CUST-0DEC408E748E4910904F7250B38E1603,City Centre,Young Professional,Group Class,Yoga Class,Not Applicable,Front Desk,Direct Debit,No Campaign,2,12.48,0.0,24.96,0.0,24.96,13.33,11.63,False
TXN-D75439C71D804535AAE9555CE6787334,2015-01-15,2015,Q1,1,January,CUST-BE4A86E8131946269FA1C5BE3AEB9235,City Centre,General,Personal Training,Single Personal Training Session,Not Applicable,Website,Direct Debit,No Campaign,1,43.07,0.03,43.07,1.29,41.78,22.11,19.67,False
TXN-E4CAB2843F094747BA937AE4E568BEA2,2015-01-15,2015,Q1,1,January,CUST-08D2B75AF0DA426CB485A284EA00A5F0,City Centre,Young Professional,Supplement,Protein Powder,Not Applicable,Website,Card,New Year Campaign,1,32.31,0.15,32.31,4.85,27.46,25.26,2.2,False
TXN-FCB1652C86884A9E90506DA51BF2806A,2015-01-15,2015,Q1,1,January,CUST-967409086F114459AAC184879E5C540D,City Centre,Family,Membership,Annual Basic Membership,Basic Annual,Front Desk,Card,No Campaign,1,459.46,0.0,459.46,0.0,459.46,111.98,347.48,False
TXN-00640A9A474D483CBC2A979D12D15899,2015-01-16,2015,Q1,1,January,CUST-797C234668974C218469182F347DEBC3,Riverside,Family,Supplement,Energy Drink,Not Applicable,Front Desk,Card,New Year Campaign,1,3.56,0.1,3.56,0.36,3.2,3.07,0.13,False
TXN-91C0E78662444522A8D14663631B53AE,2015-01-17,2015,Q1,1,January,CUST-0301E5CCCAA54A5DB4D783C3FA98D641,City Centre,General,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,No Campaign,1,45.85,0.0,45.85,0.0,45.85,14.58,31.27,True
TXN-0687A158E0ED4DB4A749FE5605481180,2015-01-19,2015,Q1,1,January,CUST-5AF30FED0D9D462CBE2836BBE2ED5BE8,City Centre,Young Professional,Membership,Monthly Premium Membership,Premium Monthly,Front Desk,Card,New Year Campaign,1,67.35,0.15,67.35,10.1,57.25,23.46,33.79,True
TXN-07CF5029BDF3410C94F65B9C76DC35F6,2015-01-19,2015,Q1,1,January,CUST-15014A3F66E64FC98D74301E39769E53,Northside,Corporate,Membership,Corporate Membership,Corporate Annual,Telephone,Bank Transfer,Referral Programme,1,457.05,0.05,457.05,22.85,434.2,117.91,316.29,True
TXN-D546AA0D400C4F328365BCF3992727B6,2015-01-19,2015,Q1,1,January,CUST-1A057CAAB86E471E95A8F8D8DB504B52,Riverside,Family,Group Class,Spin Class,Not Applicable,Front Desk,Cash,New Year Campaign,4,14.06,0.15,56.24,8.44,47.8,24.0,23.8,False
TXN-4E626E5C6BC34EA1A3864DD887646AA4,2015-01-20,2015,Q1,1,January,CUST-0DEC408E748E4910904F7250B38E1603,City Centre,Young Professional,Group Class,Spin Class,Not Applicable,Website,Card,New Year Campaign,1,14.17,0.15,14.17,2.13,12.04,9.72,2.32,False
TXN-D81728BCACD54B5C87FFFAF875B5409D,2015-01-20,2015,Q1,1,January,CUST-27E69A9072DE4171BE9CE9F35CFDFF5A,City Centre,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Website,Direct Debit,New Year Campaign,1,46.64,0.1,46.64,4.66,41.98,15.32,26.66,True
TXN-E4AA4101DA1845099822DF95407E5CBF,2015-01-20,2015,Q1,1,January,CUST-9CC3D5176FA04CA5876B39E72E1CB907,Northside,General,Merchandise,Gym T-Shirt,Not Applicable,Front Desk,Cash,No Campaign,2,21.26,0.0,42.52,0.0,42.52,27.82,14.7,False
TXN-F52CDD08D5B44B95B4E5E5EAACBCD3E9,2015-01-20,2015,Q1,1,January,CUST-BA7EF2D55B854471AFC209D2E65E80C9,City Centre,General,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,New Year Campaign,1,47.09,0.15,47.09,7.06,40.03,14.92,25.11,False
TXN-590A6E60ED8F447AA173380C004178A9,2015-01-21,2015,Q1,1,January,CUST-6DB68EBCCDB64FA4883A5A1105B0764D,Riverside,General,Merchandise,Gym Bag,Not Applicable,Telephone,Card,No Campaign,1,28.36,0.0,28.36,0.0,28.36,20.37,7.99,False
TXN-FD10FD221CB24D85B274FB8393A0046E,2015-01-21,2015,Q1,1,January,CUST-B2B7B991514C45E1B0F8A10DF209E99F,Northside,Young Professional,Membership,Monthly Premium Membership,Premium Monthly,Telephone,Direct Debit,New Year Campaign,1,63.3,0.1,63.3,6.33,56.97,21.64,35.33,True
TXN-2948D6E16C1F40918CE4817933889128,2015-01-22,2015,Q1,1,January,CUST-B12BBF2E01754CA285E42E943D31A2AA,City Centre,Family,Membership,Monthly Premium Membership,Premium Monthly,Front Desk,Direct Debit,New Year Campaign,1,66.15,0.1,66.15,6.62,59.53,22.07,37.46,True
TXN-39645A629612458BB55BA9D1DC93BDB8,2015-01-22,2015,Q1,1,January,CUST-F84BFF5FE45F44BD8FE34209E8B55003,Riverside,Student,Group Class,Yoga Class,Not Applicable,Front Desk,Direct Debit,New Year Campaign,1,12.22,0.15,12.22,1.83,10.39,8.66,1.73,False
TXN-F34E21FD0D084F6FA51DBCDF0FA8AF95,2015-01-22,2015,Q1,1,January,CUST-75C9E88CA4C846AA9E3FA55F20B2AA75,Riverside,Young Professional,Group Class,HIIT Class,Not Applicable,Mobile App,Digital Wallet,No Campaign,2,15.11,0.0,30.22,0.0,30.22,15.37,14.85,False
TXN-0A3FF8EF045541099DAA1DAA20A6C340,2015-01-23,2015,Q1,1,January,CUST-F2DC4285BD9F4C5987C453067952FBDA,City Centre,General,Group Class,Spin Class,Not Applicable,Website,Card,No Campaign,1,14.18,0.0,14.18,0.0,14.18,9.8,4.38,False
TXN-2E3C1A3395BB4C15B02B1C58332A8AC7,2015-01-23,2015,Q1,1,January,CUST-D24D36A4154C4381AE229301446AC5B6,Riverside,Family,Group Class,Yoga Class,Not Applicable,Front Desk,Cash,New Year Campaign,1,11.78,0.15,11.78,1.77,10.01,8.36,1.65,False
TXN-98EEB771C20E4D0892632C6B2B2A801A,2015-01-24,2015,Q1,1,January,CUST-C639B67D2A07480A9E4B5AEADF9C008B,City Centre,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Mobile App,Digital Wallet,New Year Campaign,1,46.05,0.15,46.05,6.91,39.14,14.93,24.21,True
TXN-3E44607442BE4733AED67498ABA3276C,2015-01-25,2015,Q1,1,January,CUST-2E61BBC37D1647F8ACCABD9F1BEABAAB,Riverside,Young Professional,Membership,Annual Basic Membership,Basic Annual,Front Desk,Bank Transfer,New Year Campaign,1,443.76,0.15,443.76,66.56,377.2,106.08,271.12,False
TXN-C0B8DAB6EF164D15990CA1D8BF430497,2015-01-25,2015,Q1,1,January,CUST-C2DBDE14D7944939BADBB4C1AFE87CFC,Northside,Young Professional,Membership,Monthly Premium Membership,Premium Monthly,Front Desk,Card,New Year Campaign,1,63.31,0.2,63.31,12.66,50.65,21.64,29.01,True
TXN-215C0736700D40F5AC8B7FDF9544DE45,2015-01-28,2015,Q1,1,January,CUST-73626BE4B62042E39528A4D32BBB822A,City Centre,Student,Membership,Student Membership,Student Monthly,Website,Direct Debit,New Year Campaign,1,33.06,0.15,33.06,4.96,28.1,11.37,16.73,True
TXN-79ADBB8E037B4AB6A310CD04F3F2D86C,2015-01-28,2015,Q1,1,January,CUST-E1ECEA6C24BC40FAA54631BF8EBFA2D3,City Centre,Young Professional,Group Class,HIIT Class,Not Applicable,Mobile App,Card,New Year Campaign,1,15.43,0.15,15.43,2.31,13.12,10.36,2.76,False
TXN-43116D261BE047CCB2C3C661D62B6F80,2015-01-29,2015,Q1,1,January,CUST-97D6098CAEF948959C2D7442FFB5865C,City Centre,General,Group Class,HIIT Class,Not Applicable,Website,Bank Transfer,New Year Campaign,1,15.14,0.15,15.14,2.27,12.87,10.38,2.49,False
TXN-690BAC3BD8DB4451AD50D667360EFFD1,2015-01-30,2015,Q1,1,January,CUST-79A436B5607F40FF86EBD6817032440B,City Centre,Young Professional,Group Class,HIIT Class,Not Applicable,Website,Card,New Year Campaign,2,15.5,0.1,31.0,3.1,27.9,16.45,11.45,False
TXN-831AE5120D2D494ABEF13C918B59B526,2015-01-30,2015,Q1,1,January,CUST-A897FAE4B7FE427797613E7810D9C83D,Riverside,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,New Year Campaign,1,45.34,0.2,45.34,9.07,36.27,14.6,21.67,True
TXN-9E6D44663AF142D28FD85DDAC8AFA34C,2015-01-30,2015,Q1,1,January,CUST-FBCF6FB52E6C4968A13D8CBC4135500D,City Centre,Student,Group Class,Spin Class,Not Applicable,Telephone,Card,No Campaign,1,14.26,0.0,14.26,0.0,14.26,9.92,4.34,False
TXN-02A81D9A9B754211854D3381993F5C5D,2015-02-03,2015,Q1,2,February,CUST-A99DB624B57D480286153E2D54ECBECA,City Centre,General,Merchandise,Gym Bag,Not Applicable,Telephone,Card,No Campaign,1,28.51,0.0,28.51,0.0,28.51,21.71,6.8,False
TXN-11BAA86E013E46138FCD628B0D0AC7F1,2015-02-03,2015,Q1,2,February,CUST-B7855BF8EEA6465E93D83B83DF507FEC,City Centre,General,Group Class,HIIT Class,Not Applicable,Front Desk,Card,No Campaign,1,15.26,0.0,15.26,0.0,15.26,10.22,5.04,False
TXN-C10485C96BD149F0AF13BF68CF9BF02C,2015-02-04,2015,Q1,2,February,CUST-D86E0377C2B84C0E8646D68CD1F94418,Riverside,Student,Merchandise,Gym Bag,Not Applicable,Front Desk,Cash,No Campaign,3,27.56,0.0,82.68,0.0,82.68,51.72,30.96,False
TXN-36E8189597C24442A3B11DA7CC94A465,2015-02-05,2015,Q1,2,February,CUST-F3FF2C7E504440DC8CF1A7DF700E2ED9,Northside,Family,Personal Training,Single Personal Training Session,Not Applicable,Front Desk,Card,No Campaign,3,40.66,0.03,121.98,3.66,118.32,51.87,66.45,False
TXN-6D521F44E06E4B86A0D1C66E57E3F407,2015-02-05,2015,Q1,2,February,CUST-C26D3DF964404D77A6F1FFB839B869EB,City Centre,Family,Membership,Monthly Premium Membership,Premium Monthly,Front Desk,Direct Debit,Referral Programme,1,66.59,0.05,66.59,3.33,63.26,22.61,40.65,True
TXN-320A8BF7423C4509A4B827F823741E20,2015-02-06,2015,Q1,2,February,CUST-73FA249BBF2A4601B7EF5A6A5F99DE7E,City Centre,General,Personal Training,Single Personal Training Session,Not Applicable,Website,Bank Transfer,Referral Programme,1,43.71,0.08,43.71,3.5,40.21,21.75,18.46,False
TXN-5F7A2A591ADC4D7C852E580F83653E2C,2015-02-06,2015,Q1,2,February,CUST-B803C3A8436B41F9A9E5EBEDD0DDE57F,Northside,Young Professional,Membership,Annual Premium Membership,Premium Annual,Website,Card,Referral Programme,1,636.27,0.05,636.27,31.81,604.46,176.22,428.24,False
TXN-8222470EAEEF48549CC16BA3F7DA54C7,2015-02-06,2015,Q1,2,February,CUST-9120B06328F1438EA7A6EF335EFA5F51,City Centre,Student,Supplement,Protein Powder,Not Applicable,Telephone,Card,Referral Programme,1,33.02,0.08,33.02,2.64,30.38,24.35,6.03,False
TXN-BFCC531D4C624549962C71B3E9ECE8EF,2015-02-06,2015,Q1,2,February,CUST-CB532F245A834E869D64F93B212337D4,City Centre,General,Supplement,Protein Powder,Not Applicable,Front Desk,Cash,No Campaign,1,32.33,0.0,32.33,0.0,32.33,25.0,7.33,False
TXN-EAE13CF941214638AF47FE5E2417E9C1,2015-02-06,2015,Q1,2,February,CUST-10A1D5E7380A428197238D29FD0FC6D6,Northside,Young Professional,Group Class,HIIT Class,Not Applicable,Front Desk,Card,No Campaign,1,14.5,0.0,14.5,0.0,14.5,9.61,4.89,False
TXN-B21AB191F8824C118B4C3527D32CB1A7,2015-02-07,2015,Q1,2,February,CUST-BA72168F445447C8BE74A3555C7E2475,Riverside,Young Professional,Supplement,Energy Drink,Not Applicable,Front Desk,Cash,Referral Programme,1,3.51,0.05,3.51,0.18,3.33,3.2,0.13,False
TXN-AF1B79C1917A4E4A9BDB0E2377793783,2015-02-09,2015,Q1,2,February,CUST-4FC63206F5124F70A968E6ECE4493645,Riverside,Student,Membership,Monthly Basic Membership,Basic Monthly,Corporate Partner,Card,No Campaign,1,44.14,0.0,44.14,0.0,44.14,14.41,29.73,True
TXN-D5BB5CEB13814363BB3B8C26395D8E73,2015-02-09,2015,Q1,2,February,CUST-DEFD00FBCAAA4C438CF2C87E62F714FB,Riverside,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Card,No Campaign,1,44.43,0.0,44.43,0.0,44.43,14.55,29.88,False
TXN-61D53DBCFA654F04AE944D345EC67728,2015-02-11,2015,Q1,2,February,CUST-9468058127924FFB86337311BCEA5CC0,City Centre,Young Professional,Membership,Student Membership,Student Monthly,Website,Direct Debit,No Campaign,1,33.39,0.03,33.39,1.0,32.39,11.56,20.83,True
TXN-6870289B8C934045A283034442206700,2015-02-13,2015,Q1,2,February,CUST-4226B0AC6BB541D1B1A418B24FC2E2B7,City Centre,General,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,No Campaign,1,46.11,0.0,46.11,0.0,46.11,15.2,30.91,True
TXN-90A6A7B49A96494AB6DA8A058B722CB2,2015-02-13,2015,Q1,2,February,CUST-F27C50CBF3DE485B898538F631D81468,Riverside,General,Joining Fee,Joining Fee,Not Applicable,Website,Card,No Campaign,1,29.53,0.0,29.53,0.0,29.53,7.39,22.14,False
TXN-F3D551611545451CA9D2FAB48DD49F6D,2015-02-13,2015,Q1,2,February,CUST-66A0C33608BD45EF8FAF497F4E8DD980,Riverside,Family,Personal Training,Single Personal Training Session,Not Applicable,Front Desk,Card,No Campaign,1,41.39,0.0,41.39,0.0,41.39,21.44,19.95,False
TXN-03C4E183C14344BF8C5CD100CC868A28,2015-02-14,2015,Q1,2,February,CUST-2D222BF85BBB441C8EE2C412068E787E,City Centre,General,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,No Campaign,1,46.22,0.0,46.22,0.0,46.22,15.24,30.98,False
TXN-5CF1B5A73D0644779AB1F304B0E63A7A,2015-02-17,2015,Q1,2,February,CUST-48A825825835444AADBE8CCFAF564649,Northside,Student,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Bank Transfer,No Campaign,1,43.59,0.0,43.59,0.0,43.59,13.5,30.09,False
TXN-0EC5CB3F32DE4C3AA5D39B2996849BDD,2015-02-18,2015,Q1,2,February,CUST-1520DA343C2C4D80BFE8FD93DE9F8525,City Centre,Corporate,Membership,Corporate Membership,Corporate Annual,Corporate Partner,Bank Transfer,No Campaign,1,485.71,0.0,485.71,0.0,485.71,117.87,367.84,False
TXN-6EC10BAE76794A73A4307086F82FE7BB,2015-02-18,2015,Q1,2,February,CUST-498A032AC4C94BAEB82E4BDD63AF2448,Northside,Senior,Membership,Annual Basic Membership,Basic Annual,Front Desk,Cash,No Campaign,1,429.35,0.05,429.35,21.47,407.88,105.9,301.98,False
TXN-42216DDD89BD46C995DF6B70189BE554,2015-02-19,2015,Q1,2,February,CUST-8A363222762A462FA8E6DE6FC96FBFDC,Riverside,Student,Group Class,HIIT Class,Not Applicable,Telephone,Direct Debit,No Campaign,3,15.21,0.0,45.63,0.0,45.63,21.21,24.42,False
TXN-971DA49AFDE14AAE91AF50C6B5EC24A6,2015-02-19,2015,Q1,2,February,CUST-461CE87EFAF74F4A8C12FE8CFBFBC55C,City Centre,Student,Personal Training,10-Session Personal Training Package,Not Applicable,Front Desk,Card,No Campaign,1,375.23,0.0,375.23,0.0,375.23,150.87,224.36,False
TXN-F24AE811894F48EABCD0273B1D82B30B,2015-02-19,2015,Q1,2,February,CUST-448D3D7C107B4254A3121AED192AD13E,Riverside,Student,Supplement,Protein Powder,Not Applicable,Front Desk,Card,No Campaign,1,32.24,0.0,32.24,0.0,32.24,24.01,8.23,False
TXN-4AA70D444764485C8BA5C308741D537B,2015-02-20,2015,Q1,2,February,CUST-AD1F0F1B81AC44FB869F0DE6435B041C,Riverside,Young Professional,Membership,Monthly Premium Membership,Premium Monthly,Telephone,Direct Debit,No Campaign,1,64.69,0.0,64.69,0.0,64.69,21.37,43.32,True
TXN-AE6B14BE94F341F098B41EFAEF704166,2015-02-20,2015,Q1,2,February,CUST-9DF76D1C9F3B4899927D60D11BB14859,City Centre,Family,Personal Training,Single Personal Training Session,Not Applicable,Front Desk,Cash,No Campaign,1,42.79,0.0,42.79,0.0,42.79,21.72,21.07,False
TXN-86521FBFB4AA471AA9202BCAD65749C6,2015-02-21,2015,Q1,2,February,CUST-26A88B2D07C746099B6ED455B64111C2,City Centre,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,No Campaign,1,45.9,0.0,45.9,0.0,45.9,14.58,31.32,True
TXN-8EEADE2BA4524385AF281BCBE5E1BF80,2015-02-21,2015,Q1,2,February,CUST-60BADCA22FB04B259E911BBFE482A44D,Riverside,General,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Card,No Campaign,1,44.27,0.0,44.27,0.0,44.27,14.41,29.86,True
TXN-4252B2073B07488C994122027AFB1C0D,2015-02-23,2015,Q1,2,February,CUST-21D4806DBBEF42BD94A4AA50A12F455F,City Centre,Family,Personal Training,Single Personal Training Session,Not Applicable,Front Desk,Cash,No Campaign,1,43.68,0.03,43.68,1.31,42.37,23.0,19.37,False
TXN-4D508B0CFED84809A6580E47A48345C3,2015-02-23,2015,Q1,2,February,CUST-A46D029E24034D6DA0A3B6A936E0A93D,City Centre,Young Professional,Group Class,Yoga Class,Not Applicable,Front Desk,Cash,No Campaign,1,12.38,0.0,12.38,0.0,12.38,9.02,3.36,False
